Transaction ID,Amount,Date,Description
67371302,"-$1,319.88",9/30/2021 21:51:05,Et sed eveniet enim. Eos in dolorem voluptatum. Omnis ut hic eos qui quis non ut voluptatem.
65542833,"-$2,262.30",4/13/2022 07:47:14,Qui ut saepe ducimus est est quam ad at. Doloribus sed quibusdam et non.
37054772,$199.52,2/11/2022 20:10:49,Placeat eos voluptas iure quas. Voluptate quia dolores dolores voluptatem tenetur qui laudantium.
89819816,"-$2,021.39",4/16/2022 17:26:18,Expedita est nemo dolorem sit non. Distinctio amet earum molestias sit ut.
79299559,$36.96,6/27/2022 17:15:33,Maiores odit nobis reprehenderit ipsam dolore. Suscipit rerum quia maiores dolorem et.
96003736,"-$2,019.25",12/23/2021 12:58:34,Velit provident consequuntur dignissimos fugiat. Et eius dignissimos aspernatur est soluta.
22955540,"-$2,481.43",12/26/2021 18:37:09,Doloribus praesentium et quia rerum. Soluta rerum velit animi et culpa sit dolor.
60629721,"$2,123.46",8/23/2021 05:54:40,Alias eligendi perferendis id assumenda. Vel quis eos doloribus et occaecati non et.
75917728,$880.52,3/6/2022 14:49:02,Labore sint consequuntur doloribus qui vero. Maiores eaque quia et quam.
42010962,"$2,241.13",6/20/2022 03:00:25,Quo nam eos ea sed. Dolorem rerum et dolore minus ipsam. Voluptas mollitia sint enim voluptates.
60482312,"-$1,036.89",4/10/2022 11:03:23,At et eligendi et odio. Eveniet vitae qui suscipit est aperiam earum impedit.
36951328,-$535.45,12/25/2021 06:05:05,Eius tempore quia ratione sequi maiores quam ut. Aperiam accusamus perspiciatis ullam ut.
80517826,"$1,469.45",10/28/2021 02:24:58,Est veniam esse vel ut enim. Aut in deleniti voluptate. Aut repudiandae nesciunt tenetur ab.
99936435,$781.97,1/15/2022 01:15:11,Dolores debitis voluptatum quo sint. Officiis consectetur sed debitis consequuntur.
56333588,$669.60,9/10/2021 10:56:21,Quia sint ut qui. Amet illo non odio recusandae. Id et laudantium minus sequi non amet.
47668887,$810.14,5/5/2022 23:03:00,Qui provident deserunt et. Illo impedit corrupti harum accusamus consequatur impedit ut corporis.
57349465,$169.59,8/18/2022 20:12:55,Ducimus sed sit aut ipsam laboriosam et. Impedit necessitatibus est tempora at at.
18951771,"$1,446.50",2/9/2022 18:33:14,Aut aut voluptatibus impedit eos et aut. Aut numquam sed sit. Distinctio velit sunt quia et.
9051078,"-$1,803.57",4/3/2022 18:38:31,Quod sit magni aut est. Ut omnis omnis sit a exercitationem et ipsam.
21287707,"$2,031.91",3/16/2022 20:16:56,Inventore nemo ut voluptatem minima. Magni accusantium qui cupiditate nihil illum.
50176751,"$1,293.06",8/22/2021 11:13:15,Corrupti ratione amet occaecati deleniti. Recusandae ut sequi non fugiat alias vero.
66348588,"$1,614.07",8/15/2022 07:52:50,Voluptatem ut omnis id similique incidunt enim. Pariatur iusto eos debitis sint.
55298713,"$1,788.68",2/1/2022 06:15:14,Exercitationem tenetur ad tenetur. Optio qui dolorem blanditiis amet quia aperiam.
88495702,$699.35,12/19/2021 21:02:58,Sit aliquam repellat libero corporis sit. Accusantium aut id consequatur repellat.
12336020,"$1,216.23",7/17/2022 19:15:48,Sunt soluta distinctio optio. Animi libero ad minus voluptas sunt. Et voluptate ipsum doloremque.
6363008,"$2,014.48",2/1/2022 10:23:52,Facere illum nemo sapiente corrupti mollitia. Provident et velit quaerat non qui dicta.
19892871,$526.21,1/4/2022 16:49:06,Error ad nisi sunt tenetur. Nihil at dolores nobis totam sit. Optio aut vel nihil sit.
86296904,$126.44,8/19/2022 11:30:51,Qui magnam autem ut fugit excepturi aliquam. Sed quod delectus id est. Vitae porro et quae.
49431321,$173.68,8/14/2022 19:11:33,Tempore amet nihil impedit qui maxime perspiciatis. Quae doloribus et nam dolore.
38107755,"$1,606.50",10/11/2021 08:30:09,In non modi amet. Sed id adipisci et sit ratione occaecati vel.
46553733,"$2,404.82",11/24/2021 12:53:22,Sunt qui in fugiat dignissimos iste. Fugiat error praesentium quis.
50696750,"-$2,205.15",10/25/2021 10:37:24,Enim eos eius qui. Aut iste ullam deserunt facere. Earum commodi explicabo ratione iste qui.
16957753,$510.42,9/12/2021 14:09:46,Et at rem ut id laboriosam dolor. Ut accusantium quis tempore.
80910065,$355.56,1/2/2022 10:59:56,Provident consectetur accusantium consequatur et ab minima. Aut doloribus suscipit eaque inventore.
18210848,"$1,826.57",12/12/2021 03:58:00,Et quia placeat maxime. Iusto non accusamus suscipit sunt dignissimos. Et sint ut ut non.
71695595,$27.27,10/13/2021 19:23:16,Officia deserunt sunt quo expedita possimus. Architecto asperiores eveniet iusto.
40396283,"$1,413.96",1/30/2022 17:57:04,Assumenda fugit modi numquam maiores sunt quo. A qui placeat ea. Vero aut tenetur excepturi.
96460182,"$1,606.36",7/1/2022 06:00:13,Velit iure beatae illo officiis fugit ipsam. Error quae rerum et.
66998148,"$1,842.68",2/26/2022 11:59:51,Dolorem corrupti aut sunt delectus. Voluptatum cupiditate itaque possimus accusamus.
99384934,"$1,657.63",8/22/2021 21:27:04,Porro fugit optio facere est consequatur voluptatum ut debitis. Hic dicta qui autem odit.
46466131,"$1,437.77",12/14/2021 16:47:10,Quo aspernatur unde labore quos. Et ut est quasi maxime est.
34357268,"$1,500.26",10/9/2021 16:51:41,Et est saepe vel culpa non vel. Nemo illo tenetur voluptatem. Qui est iste quisquam dolor.
18009858,-$795.43,11/19/2021 01:15:21,Quia harum at quia et. Repellat doloribus ducimus sunt sint corporis quidem sapiente.
73301061,"$2,200.11",6/11/2022 12:34:39,In ut vero vel nihil. Est quasi nisi non ut animi. Minima ut ea totam.
29995793,"-$1,124.40",5/22/2022 05:49:21,Et et consequatur harum ullam sed. Sunt adipisci officiis autem tenetur nemo aut repudiandae.
50240487,$707.95,7/9/2022 13:57:37,Sed ut consectetur id velit. Iure non ex optio et odit dolor asperiores. Sed qui quos aut et.
76140194,-$960.39,6/5/2022 22:42:36,Natus ut odit animi minima. Quibusdam et rem omnis aspernatur.
65233265,-$981.42,1/13/2022 19:56:38,Qui qui eaque sunt. Delectus qui molestiae qui quia. Error nisi amet minima ut inventore omnis.
51658432,"$1,754.30",4/6/2022 23:52:00,Accusamus eos ut possimus est. Autem cum quis consequatur iure ut. Rerum vel enim voluptas ut.
79965752,"$2,105.92",6/2/2022 08:22:03,Sunt vitae dicta reiciendis. Ut nostrum qui dolorem. Enim eos commodi commodi autem.
90828283,"$1,202.15",9/26/2021 17:45:21,Non voluptatem inventore in unde maiores sapiente. Harum quibusdam vel magnam distinctio.
99533899,$334.57,9/8/2021 11:32:33,Ducimus cumque aliquam nobis accusamus cumque accusamus. Velit vero officiis sapiente unde dolores.
65629065,"$1,367.87",3/2/2022 02:52:45,Vero sunt aut eius dignissimos qui et amet. Debitis cupiditate fuga natus alias veniam saepe qui.
90830250,-$292.17,3/19/2022 12:16:00,Nobis dicta eaque eligendi autem. Sit doloremque quasi et. Laudantium perspiciatis sit omnis.
58575492,-$244.74,1/22/2022 09:33:16,Blanditiis ut aspernatur earum et ea. At earum ut unde fuga voluptatem qui.
33998722,"$1,265.12",9/17/2021 03:12:10,Molestias culpa architecto recusandae porro. Eos eaque facilis illum aut praesentium eaque.
68645880,-$657.16,10/18/2021 04:11:06,Culpa aut ullam praesentium ut fuga rerum repellendus. Est in necessitatibus modi corrupti omnis.
77721539,"$2,096.21",4/30/2022 17:23:48,Architecto animi dolorem voluptas in. Iusto et tempore distinctio aut adipisci sed modi dolorem.
99339995,"-$2,303.35",1/28/2022 02:03:04,Dolores nobis omnis quas voluptatem commodi in. Eum ratione ex est.
96397604,"$1,945.29",3/11/2022 08:45:33,Fugiat vel qui qui voluptatem. Nobis quia voluptas dolorum debitis quas occaecati.
47754249,"-$1,166.47",6/25/2022 03:18:31,Modi itaque nisi ducimus. Quaerat iure ex aut. Consectetur corrupti adipisci cupiditate hic quis.
68412904,"$2,387.44",11/27/2021 22:02:35,A consequuntur ducimus blanditiis dolorem. Aliquid laudantium modi suscipit est quos doloremque.
47514693,-$67.01,1/8/2022 13:28:54,Earum illum amet molestias dolores. Voluptas ut odit impedit quam temporibus atque aut architecto.
17599901,"$1,920.76",5/7/2022 02:48:25,Officiis est ducimus tempore quos eum. Est totam inventore optio labore dolores.
2865324,"$2,341.48",6/17/2022 10:44:53,Vitae eveniet modi assumenda et et qui. Deserunt vitae harum tenetur ducimus voluptate.
55328914,"$1,602.69",9/8/2021 23:42:00,Quis est unde aut labore. Quia laudantium aspernatur nemo sit. Non vero cumque qui maxime.
39447975,$243.20,8/14/2022 23:57:17,Voluptas accusantium et facilis. Aut animi dolorum doloremque. Earum dolores nam qui dolorum a.
47927205,$706.64,12/31/2021 22:15:47,Totam numquam magnam amet numquam aliquam veniam enim modi. Quidem fugit reiciendis ipsam et iusto.
79985241,"$1,945.15",11/22/2021 12:10:25,Vitae illum vitae ut et. Aut provident voluptates ipsa id voluptas.
39361842,"-$1,939.91",4/9/2022 02:57:44,Et corporis alias aut dolor quas. Voluptatibus aspernatur rerum excepturi quis totam est.
19329824,-$25.15,9/15/2021 06:57:00,Cum dolores fugit sapiente dolorem aspernatur unde cupiditate. Exercitationem odio minus et enim.
65849810,$265.69,6/1/2022 01:07:46,Sint quo assumenda similique. Impedit assumenda explicabo corrupti accusamus.
79604070,$673.03,5/27/2022 20:24:26,Inventore corporis velit repudiandae quia. Sit omnis unde consequuntur ad ex nemo dolorem.
92118865,"-$1,109.14",9/29/2021 19:19:30,Unde debitis non illum laborum. Ab ut non nostrum minus. Aliquid odit quas exercitationem ducimus.
21101722,"-$1,797.30",4/10/2022 05:10:42,Vel nostrum qui est. Voluptatem aut eum odio quo expedita. Enim id cupiditate id rerum.
39309587,$83.17,5/26/2022 09:22:50,Praesentium sed porro quos velit aliquam. Excepturi ullam earum nesciunt qui odio quas.
29015845,$357.03,8/6/2022 20:26:12,Enim et ut quia. Et quia adipisci consequatur ipsa. Voluptate magni sint odit ratione doloribus.
95426822,"-$1,390.79",2/16/2022 22:48:59,A rem voluptatem molestiae minima aut nesciunt totam. Numquam adipisci enim optio odio saepe.
96449090,"$1,012.31",4/9/2022 08:02:57,Culpa qui nam sunt possimus magnam corrupti. Sint amet repellendus eos qui est.
56628584,"$1,562.23",4/22/2022 10:16:36,Qui nihil necessitatibus saepe occaecati. Ut natus velit incidunt laudantium autem ut.
73950305,"$2,224.09",1/29/2022 00:16:40,Occaecati modi ex id nisi perspiciatis quia quasi deleniti. Nulla illum optio earum quo qui ipsa.
78451399,"$2,430.29",12/26/2021 15:34:47,Fugiat non repellendus repudiandae enim. Nihil delectus modi molestias aut officiis occaecati quis.
91580888,-$886.86,11/21/2021 23:11:58,Atque aliquid veritatis aut ut. Et natus molestiae quaerat enim sequi iusto occaecati.
3155239,-$193.89,11/9/2021 15:40:04,Eum dolores quae pariatur non. Impedit sed corporis sed molestiae. Aut quidem sequi odit occaecati.
15336446,"$2,033.73",11/7/2021 20:22:55,Perspiciatis ut qui quis quia iure quod. Et modi est dolorem totam dignissimos modi repudiandae.
65395669,$585.50,4/11/2022 08:46:56,Similique totam dolorem magnam quis corporis quia eos. Rerum omnis et cum et animi voluptas.
19451442,"$1,848.37",8/29/2021 02:06:14,Laboriosam qui aut unde odit hic dolor et. Delectus itaque pariatur eum sit. Iure ex ut est quo.
48287240,$647.21,3/13/2022 02:52:37,Mollitia itaque nemo fugit reiciendis maiores. Perspiciatis minima velit eius est eaque velit.
88287268,$811.95,12/10/2021 18:24:32,Consequatur debitis voluptas quod. Hic nihil est ea minus qui earum.
15451491,"$2,488.14",8/27/2021 13:38:45,Omnis excepturi consequuntur optio inventore quo. Nostrum quaerat unde officiis.
79952868,"-$2,240.20",12/14/2021 06:36:23,Quisquam et in accusamus quaerat illo. Incidunt hic odit voluptates fuga omnis suscipit.
9071989,"$1,650.41",2/13/2022 03:08:54,Sequi asperiores aut nam facere debitis rem. Ut et qui sint sed. Quos dolore blanditiis esse.
26228477,$524.74,2/13/2022 14:04:57,Dolorem incidunt dolore deleniti illo. Et est quis autem veritatis distinctio culpa laboriosam.
29676935,"$1,676.82",9/14/2021 10:54:55,Fuga eius omnis aut. Dolorem itaque perferendis qui nobis molestias ad.
73846774,-$187.78,6/1/2022 11:55:28,Nulla sint molestiae nulla repudiandae dolores quasi. Aut qui qui ut autem.
63851302,$370.54,6/26/2022 02:01:20,Accusantium praesentium et quidem quae similique corporis est. Repellendus quasi nihil quis beatae.
54748133,-$465.98,9/23/2021 07:40:29,In eum praesentium distinctio. Quos sed repudiandae delectus sit laborum reprehenderit quae.
67631715,$348.90,1/13/2022 20:33:05,Suscipit aut sit accusamus possimus quae id. Quidem qui reiciendis dolorem ullam voluptates sit et.
40634216,-$719.09,5/17/2022 16:23:59,Sed possimus eaque eum beatae autem sit unde. Facilis sequi doloribus et omnis.
72581158,-$888.92,4/14/2022 23:52:54,Ut nihil ab laboriosam fuga veniam. Omnis iste dolore quam magni.
57313932,"$1,252.00",6/3/2022 05:01:55,Aut cumque et inventore quia non ut. Maiores id nam recusandae quis. Ut impedit molestias ipsa.
27304803,"-$2,222.61",4/2/2022 23:45:20,Nemo eligendi quos distinctio ratione veniam qui veniam error. Labore sapiente nihil iusto.
49449437,$160.22,3/18/2022 11:32:35,Adipisci quia quos pariatur quia vel voluptates. Explicabo ratione dolores eaque sed temporibus.
42664027,"-$1,131.44",2/13/2022 12:12:15,Iste officiis quam quo. Expedita beatae veniam consectetur. Fuga omnis dolores culpa culpa.
98873757,$386.10,7/2/2022 23:13:07,Repellat officiis veniam ut natus vero quia laudantium dolorum. Quaerat accusamus iste praesentium.
17333767,$439.77,4/29/2022 20:58:28,Omnis assumenda aliquid ipsam magnam vel quia commodi. Impedit dolores nulla pariatur quod omnis.
31578059,"$2,227.40",1/24/2022 03:41:20,Aut ex et alias maxime animi saepe enim. Tenetur et sint quia. Ea nemo quidem excepturi nihil.
39333519,$220.37,1/11/2022 10:55:29,Facilis voluptatibus quidem libero facere itaque commodi debitis in. Quos enim eos eligendi ipsum.
66608878,-$977.06,8/20/2022 22:41:45,Esse dignissimos autem sit ipsum. Illum tempore quo in.
84990399,$411.50,5/28/2022 04:59:21,Porro illo et odit nemo. Tempore consequatur aut sunt maxime.
40828784,$247.93,6/29/2022 03:25:43,Et sed dolorem modi atque voluptatem iusto. Alias reprehenderit odit unde rerum optio ad.
30049884,"-$1,016.73",1/5/2022 16:40:52,Distinctio aut id enim distinctio. Aut rerum iure voluptas voluptatem temporibus aut doloremque.
96183955,"$1,149.74",8/20/2022 09:26:38,Culpa dolores consequatur sunt fugiat autem. Ducimus quam in aut voluptatem velit.
10688827,"$1,768.66",6/20/2022 07:59:10,Reprehenderit laborum soluta impedit. Ad ad in maiores fugit quo. Sed aperiam facilis minima.
55564890,-$949.62,6/13/2022 10:49:12,Ullam aut nulla accusantium corrupti illo molestiae quia. Fugiat tenetur dolorem modi ex.
42965199,$276.65,10/14/2021 09:54:52,Ea esse tenetur voluptatum tempore maxime. Neque ex et voluptatum.
31214137,$790.53,4/3/2022 15:07:11,Repellat aut ratione fugiat illo autem natus. Facilis consequatur nulla dicta sed odit veritatis.
97210896,$544.26,11/8/2021 12:29:27,Placeat provident doloribus asperiores quae asperiores nemo et. Non quibusdam quibusdam ab modi ut.
8408591,$414.81,4/29/2022 22:35:03,Qui porro tempore officia ut sunt hic. Quasi consectetur officia consectetur quis.
45548807,"-$1,097.48",6/2/2022 21:44:24,Aperiam sed esse similique. Atque dolor tenetur unde aut. Pariatur ipsum non tenetur quis.
24546949,"$2,417.08",2/7/2022 07:21:54,Dicta aut et alias dolores ut. Dolorem rerum temporibus eveniet aut qui doloribus nihil esse.
13568451,"$1,150.09",8/29/2021 09:31:56,Saepe consequuntur id aut. Qui voluptatum minus quibusdam illum neque inventore.
56698434,-$282.47,9/19/2021 08:19:22,Accusamus ut consequatur iusto est. Iste sit sint eligendi et eius pariatur.
65519219,$67.45,5/6/2022 07:49:22,Quia autem distinctio a sed et. Dicta ad id veritatis voluptatem.
78848242,-$13.44,3/6/2022 09:55:53,Itaque ducimus excepturi et reiciendis. Id error consectetur quod asperiores mollitia ut.
80433954,$786.13,9/4/2021 16:15:26,Maxime deleniti voluptates et ex. Commodi blanditiis alias odit voluptas illum sed rem.
16489912,"-$2,165.03",10/3/2021 14:47:02,Aut culpa minima id dolorem. Ut maiores voluptatem aut sapiente. Aperiam eos rerum expedita quis.
8998900,$910.98,9/15/2021 03:12:31,Qui vero quia sed. Reprehenderit et dolorem adipisci aut.
43573747,"-$2,088.60",11/7/2021 17:11:33,Quisquam et laborum eius et. Quo dolor sapiente eos temporibus.
96473809,"$2,281.65",3/29/2022 18:13:51,Ut minima velit adipisci architecto dicta illum. Dolor corporis excepturi et optio sit aut.
92930926,"$1,692.60",1/19/2022 23:39:49,Architecto in molestiae omnis eaque eos in tempore. Cumque quam ut autem ex qui.
22425126,$998.08,2/14/2022 03:38:23,Ut labore vel dolor a et esse sequi. Aut corrupti quo quis ut cumque.
83127473,"-$2,471.23",11/26/2021 01:47:15,Iste perspiciatis rerum rerum animi. Voluptatem amet optio est et voluptatum.
86771884,$367.98,9/1/2021 17:18:28,Quo et dolorem aut at. Nihil dolore est aliquid impedit. Officia est reiciendis nostrum.
68286149,$164.11,7/20/2022 09:34:40,Mollitia asperiores unde est aut aperiam nesciunt necessitatibus. Rem id sint non vel.
6650474,"$1,770.84",12/8/2021 12:53:48,Cum labore facilis ut quia doloribus veritatis temporibus. Nihil in reiciendis eius iste.
41923056,"$1,018.30",10/16/2021 08:02:17,Assumenda impedit minus quaerat aut. Asperiores velit et optio incidunt est non.
61777947,"-$2,127.99",8/3/2022 08:09:14,Ut consectetur harum nesciunt ex nam. Dolorum cum facilis enim velit.
75618293,-$683.12,10/21/2021 10:05:21,Est officiis id id quae. Eum impedit consectetur quibusdam est ut.
68734303,"$1,230.70",11/24/2021 21:24:56,Ut sequi dignissimos unde et perferendis ut dolore ipsa. In vero qui nam ea deserunt ut vel aut.
1223846,"$1,029.26",10/29/2021 02:26:55,Sed quae maiores nemo quas corrupti. Dolor reprehenderit autem quia rerum quam ex aut.
87045795,$401.50,9/9/2021 14:28:02,Qui non sint voluptatem ex animi. Facilis adipisci minima amet aut rerum. Omnis a sed sint et.
90966291,"$2,373.51",4/8/2022 12:05:02,Tenetur eum minima qui ut. Hic laboriosam eveniet corrupti aut qui.
24340614,"-$2,377.16",4/1/2022 13:34:10,Aut totam quae quo nisi qui. Nihil aliquid quibusdam nulla aliquid. Quis qui nemo facere nulla.
64997325,"-$1,536.27",5/24/2022 23:56:33,Recusandae eligendi culpa sed ipsa hic. Sunt quaerat voluptatem qui. Ipsa nulla ut et voluptas.
65626370,"$2,495.92",8/11/2022 15:58:13,Autem est quo molestiae culpa excepturi eum. Voluptatem temporibus eaque voluptatum sed eos.
49286384,"$2,484.17",5/28/2022 19:24:21,Quidem et debitis at non et hic. Sint dolorem perferendis neque recusandae.
54519143,"-$1,172.76",5/5/2022 17:10:03,Vero et natus nostrum ea. Quidem quis nostrum est id sit.
73930820,"-$1,889.28",7/10/2022 16:02:48,Nesciunt et quaerat aliquam. Nostrum ut quidem dolorem dolorum totam.
54986847,"$1,009.28",2/17/2022 13:32:18,Tempora harum dolores ut et voluptatum. Et eos quia ullam fuga.
4064453,"$2,122.10",11/9/2021 07:32:29,Et est id ut et. Enim quis voluptas sunt culpa quia doloribus est. Dolorem facere rerum assumenda.
59094273,"$1,260.80",12/10/2021 13:38:13,Totam est quo qui et voluptatem. Omnis amet magni dolores et voluptas laborum.
46625801,-$983.51,10/6/2021 13:27:40,Eum blanditiis asperiores nisi eum quos. Fuga enim quae accusamus voluptates officia eos.
12856554,$327.07,10/3/2021 15:47:38,Sit ut commodi eius. Qui nam eligendi tenetur sequi aut ducimus temporibus.
60095020,$66.10,11/18/2021 01:10:15,Est dolore culpa est aut. Eos autem tenetur qui maiores.
8961180,-$651.10,1/6/2022 09:30:01,Ut tempore vel placeat. Illum mollitia minus deleniti ipsum.
82820910,"$2,024.57",5/3/2022 03:54:35,Ea nobis aliquid corporis repellendus doloribus. Natus nostrum rerum optio dolorem facilis.
65808199,$736.86,4/4/2022 11:58:59,Aut enim rerum quas dolor voluptatum ducimus. Et amet nobis animi amet.
38233245,"$1,512.90",11/29/2021 09:54:33,Magnam tempora quia est. Illo quibusdam exercitationem rerum qui molestias enim rerum.
92087897,$763.90,8/30/2021 22:15:23,Vel temporibus rerum ipsum est numquam enim laboriosam. Autem illo ut nostrum accusamus id sunt.
74979705,"-$1,203.50",3/30/2022 22:04:06,Distinctio fugiat nulla sequi nobis ipsam. Ut sunt beatae harum non voluptas natus.
99659027,"$1,830.84",8/15/2022 07:58:06,Sed vero ut quidem ab minus soluta. Quia laudantium placeat possimus corporis maxime sit.
34758981,"-$1,703.05",5/6/2022 19:27:18,Asperiores occaecati nostrum eius quo. Exercitationem saepe error sequi sunt sed tenetur.
18643906,$335.36,6/4/2022 10:32:02,Qui dolor nesciunt libero quia. Consequatur quo quam eligendi. Sequi minus in id et.
33375441,$543.63,2/26/2022 07:00:41,Nisi in asperiores natus et. Modi maiores aspernatur earum minima repudiandae.
34339776,"$1,094.61",10/11/2021 02:03:07,Rerum nobis quia quisquam quod. Quisquam sed enim laboriosam eius et recusandae.
14285603,"$2,226.46",12/19/2021 04:59:40,Unde quia suscipit ab et repellat aut. Officiis et qui non est non quasi soluta.
29933701,$504.37,12/13/2021 18:08:57,Sint quod aspernatur id tempore et. Voluptatibus incidunt ex quia totam distinctio.
57816755,"$1,859.04",6/20/2022 00:35:55,Quae et nobis non non. Sapiente accusamus quis id.
87295312,"$2,274.11",5/12/2022 00:19:47,Ut ullam deleniti rerum fugit. Libero explicabo doloremque eveniet tempora.
13359971,"-$1,795.88",8/10/2022 12:01:15,Sapiente vel voluptas minima. Voluptatibus sunt cumque ab dolor aperiam sed.
69246638,"-$2,373.14",9/22/2021 12:44:57,Eum perspiciatis dolor labore nobis nesciunt. Praesentium error eum et saepe veniam quisquam odit.
48741177,"-$1,823.41",5/17/2022 16:07:18,A ut maxime nostrum dolores temporibus ut. Saepe consequatur asperiores quia quis.
34070240,"$1,197.50",11/29/2021 23:19:10,Eum veniam at qui qui soluta eveniet. Ab nam aut doloremque earum.
76898958,$619.60,2/26/2022 23:44:02,Sequi sint suscipit sit sunt voluptas aperiam esse. Id dolor accusamus nihil est nostrum.
24590778,$203.36,10/12/2021 02:57:58,Omnis laborum aut excepturi facilis aliquam. Totam nihil accusamus eveniet ea.
66051899,-$80.19,12/9/2021 00:18:15,Qui doloribus sed nulla. Ducimus fugiat earum aliquid. Ut rem blanditiis libero quae dolores.
59584612,"$1,135.22",6/24/2022 00:25:53,Voluptatibus sunt ipsa quam velit voluptas aperiam. Sed quisquam deserunt minima.
13664215,$93.50,4/24/2022 02:20:48,Cum velit incidunt qui doloribus. Ad officiis animi commodi. Facilis quibusdam neque veniam ipsam.
2620388,-$439.97,3/19/2022 05:37:40,Rem ipsa odio perferendis at facilis omnis at. Dolore libero et ipsam.
1556082,"-$1,991.02",6/1/2022 16:07:52,Mollitia ipsum commodi voluptas sed repudiandae molestiae. Odio quo et quia similique inventore.
2964711,"$1,061.34",8/24/2021 08:50:03,Sapiente sit ut velit optio et. Et quis sed dolores tempore. Laborum ad aut tempora architecto.
80242889,"$1,150.34",3/10/2022 03:22:31,Aut voluptas dolorem ad eligendi molestias tenetur. Rerum a pariatur autem voluptas deleniti.
49629075,-$479.72,9/24/2021 05:52:07,Et maiores voluptatem ducimus accusantium sit. Ipsa doloribus ab magnam aut rerum ut iure.
33792512,"$2,282.45",3/22/2022 14:03:51,Ea aperiam rerum dolores. Laboriosam totam vel maxime fuga repellat nobis. In alias sit dolores.
53738805,"$1,513.51",3/6/2022 04:38:18,Nam similique est error eum. Facilis in non tempore.
83913510,"$2,003.81",10/10/2021 09:42:07,Ab itaque non non et libero. Voluptas eos nihil perspiciatis quam.
70503875,-$992.42,4/2/2022 02:05:23,Nihil mollitia et illum qui consequatur. Velit debitis odit aut est ut est voluptas.
94056721,"-$1,366.37",6/5/2022 06:40:33,Non ullam esse nam. Blanditiis consequatur eos aut quasi. Nihil fugit sed adipisci fugiat.
51693095,"$1,913.85",1/30/2022 20:03:39,Dolores maxime dolor qui et fugiat rerum. Quia vel sed nemo qui voluptatem.
53899801,"$1,554.72",3/16/2022 09:36:31,Non et et non. Deleniti iste quos aut quisquam. Atque eius rerum consequuntur laboriosam.
44136819,"$1,156.49",6/26/2022 05:40:20,Labore nesciunt eum voluptatum rerum incidunt aut ut. Et est alias laudantium doloribus aut.
77686883,"$1,493.83",5/17/2022 07:28:59,Illum aut sequi nobis. Qui vero sed ullam dignissimos quo.
98868279,-$677.80,8/8/2022 18:06:16,Saepe sit minus reprehenderit. Reprehenderit vitae repudiandae repudiandae.
60761260,"$2,476.27",4/15/2022 09:13:27,Delectus voluptas et provident nihil excepturi. Nostrum adipisci ratione nesciunt unde autem quo.
19401610,$199.26,5/4/2022 08:11:19,Neque consequatur impedit ducimus suscipit. Magnam ducimus provident rerum inventore veniam sit.
57430725,"$2,325.44",7/5/2022 04:28:01,Quod et id a iste modi qui voluptas. Nesciunt quis esse sint vel doloremque qui.
46766454,"$1,275.95",6/15/2022 14:42:11,Deserunt nesciunt repellendus et ipsum. Repudiandae doloremque delectus aliquam pariatur.
44455442,"-$1,478.41",9/20/2021 10:31:46,Velit aut consectetur quasi et aliquid. Quo veritatis enim ex qui quia omnis distinctio.
3810629,"$1,274.58",1/1/2022 02:56:38,Repudiandae id fugit maiores eius. Aut quia rerum quo. Tempora ea quia ea ea ducimus ullam qui.
57342213,$198.17,8/2/2022 23:51:27,Et quae voluptatem incidunt voluptatibus consectetur in iusto. Eum tenetur natus sint non.
91413993,$336.01,5/24/2022 06:36:03,Sed soluta voluptatem repellat. Est ea optio sunt saepe.
74909281,-$254.80,12/26/2021 01:40:32,Consectetur accusantium quasi hic. Saepe ipsa aut ex architecto. Et sed autem occaecati.
49775199,"$1,692.99",12/5/2021 16:17:46,Optio incidunt eligendi quia tempora. Dolor quo quis rem reprehenderit omnis.
997177,$286.91,7/2/2022 01:59:46,Dolorem ea eaque sequi. Similique molestiae qui repellat id ad eos in. Est perspiciatis maxime et.
5332770,"$2,055.32",7/4/2022 01:17:58,Fuga repudiandae voluptates sint aperiam. Praesentium quisquam molestiae dolores et nisi et quis.
95387181,"$2,423.23",6/18/2022 09:34:17,Voluptates veniam veritatis totam. Nesciunt autem corporis cum id dolor unde.
89422351,"$1,001.59",1/12/2022 15:41:49,Et ea voluptatum et. Saepe reiciendis dolore cum illo. Quidem rerum accusantium suscipit maxime et.
17080224,"$2,206.11",1/8/2022 19:10:14,Et dolorem dicta soluta ipsa. Qui ipsum et quia. Adipisci dicta similique totam quo.
37644097,"-$1,439.33",7/31/2022 09:18:00,Nisi recusandae eos vitae nihil quo. Qui totam dolorem quisquam neque tenetur magnam asperiores ea.
38648261,"$2,039.12",2/15/2022 11:49:00,Sed quia tenetur possimus voluptas dolor beatae consequatur. Fugiat officiis fugiat sed.
95791056,"$1,962.27",10/1/2021 12:20:24,Et harum mollitia illum optio voluptatibus optio animi. Voluptatibus qui hic voluptatem et.
29468351,$189.00,6/13/2022 21:58:35,Ex ducimus ut pariatur quisquam. Quod velit qui vel fugiat sunt.
61124017,"-$1,502.00",2/21/2022 10:25:59,Est iusto ad fugiat. Saepe aut possimus ea earum sint ex. Non voluptas placeat autem autem qui.
63935937,"$2,350.55",7/11/2022 14:40:38,Quisquam ab dignissimos commodi quia commodi. A quae voluptatum reprehenderit.
88830794,$660.63,5/3/2022 15:33:27,Quos eius repellendus et architecto deserunt rerum. Ipsa et sed molestiae.
